StudentID,LMS_Logins_Per_Week,Login_Drop_Ratio,Attendance_Percentage,Attendance_Trend,Avg_Assignment_Delay_Days,Late_Submission_Ratio,Night_Activity_Ratio,Avg_Session_Duration_Min,Feedback_Text,Sentiment_Score,Burnout_Risk_Score,Burnout_Risk_Level,Dropout_Probability,Academic_Disengagement,Risk_Label,Recommended_Intervention
S0799,3,0.0,59.92,-28.3,3.53,0.58,0.3,34.66,Faculty support is helpful.,0.95,47,Medium,55,No,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0800,5,0.0,62.21,-7.96,2.08,0.24,0.13,56.29,I feel overwhelmed.,-0.41,28,Low,24,No,0,['Mental Wellness Counseling Recommended']
S0801,6,0.01,67.4,-12.9,6.82,0.75,0.22,39.36,I am managing studies well.,0.79,40,Medium,42,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0802,6,0.73,46.97,-32.13,3.22,0.18,0.42,63.2,I am managing studies well.,0.74,61,Medium,74,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0803,6,0.52,92.92,-1.07,0.19,0.52,0.56,39.89,Course workload is balanced.,0.66,11,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0804,7,0.25,39.31,-37.71,0.99,0.39,0.54,38.36,I feel overwhelmed.,-0.56,68,Medium,75,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0805,5,0.6,59.69,-5.47,1.61,0.19,0.16,30.52,Assignments are manageable.,0.11,35,Medium,52,No,1,['Schedule Faculty Counseling Session']
S0806,8,0.27,83.01,-8.55,0.36,0.44,0.47,58.78,Routine semester.,0.12,9,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0807,5,0.33,69.73,2.24,0.53,0.0,0.32,76.29,Feeling stressed and tired.,-0.77,20,Low,8,No,0,['Mental Wellness Counseling Recommended']
S0808,4,0.0,43.77,-8.57,0.18,0.12,0.2,44.63,Faculty support is helpful.,0.98,25,Low,27,Yes,0,['Schedule Faculty Counseling Session']
S0809,2,0.24,86.54,-30.65,2.46,0.7,0.35,41.45,I enjoy learning new topics.,0.61,43,Medium,20,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0810,0,0.4,98.12,-2.65,4.5,0.39,0.03,33.81,I feel overwhelmed.,-0.95,28,Low,28,Yes,0,"['Mental Wellness Counseling Recommended', 'Learning Engagement Monitoring']"
S0811,5,0.35,92.87,-21.27,0.71,0.29,0.28,8.36,Feeling stressed and tired.,-0.65,42,Medium,36,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0812,3,0.57,100.0,7.45,3.2,0.35,0.11,40.94,I am managing studies well.,0.42,18,Low,6,No,0,['Regular Monitoring — No Immediate Intervention']
S0813,1,0.53,98.75,-31.37,2.59,0.14,0.01,51.61,Course workload is balanced.,0.66,39,Medium,49,Yes,1,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0814,5,0.17,100.0,-1.07,4.88,0.0,0.32,54.41,Assignments are manageable.,0.07,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0815,7,0.0,97.61,-27.0,3.86,0.61,0.06,63.12,I feel overwhelmed.,-0.76,60,Medium,53,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0816,8,0.08,100.0,-27.71,4.37,0.22,0.23,22.43,Feeling stressed and tired.,-0.96,49,Medium,36,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0817,5,0.18,70.75,-35.89,3.37,0.06,0.03,29.11,Course workload is balanced.,0.66,24,Low,39,No,0,['Early Academic Warning Notification']
S0818,4,0.0,72.86,-24.18,1.41,0.26,0.16,26.22,Everything is okay.,-0.08,30,Low,37,No,0,['Early Academic Warning Notification']
S0819,5,0.58,100.0,-15.48,0.92,0.34,0.4,47.52,I feel overwhelmed.,-0.89,31,Low,36,No,0,['Mental Wellness Counseling Recommended']
S0820,5,0.31,50.97,-31.95,5.11,0.82,0.07,9.54,Assignments are manageable.,-0.19,83,High,98,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0821,5,0.12,58.64,8.18,0.91,0.25,0.22,42.87,Routine semester.,-0.2,25,Low,32,No,0,['Schedule Faculty Counseling Session']
S0822,8,0.41,85.64,-34.72,3.37,0.88,0.19,50.69,I feel overwhelmed.,-0.49,62,Medium,56,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0823,2,0.01,91.07,-18.16,5.31,0.16,0.18,66.29,Hard to keep up with deadlines.,-0.76,44,Medium,53,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0824,7,0.49,48.66,-37.62,2.45,0.0,0.43,37.37,I feel overwhelmed.,-0.65,73,High,69,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0825,7,0.52,74.96,-35.2,9.42,0.4,0.29,55.76,Too much academic pressure.,-0.7,68,Medium,63,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0826,6,0.19,74.58,7.05,2.1,0.63,0.24,28.01,Feeling stressed and tired.,-0.48,39,Medium,43,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0827,6,0.0,95.69,9.96,3.94,0.72,0.69,53.51,I am managing studies well.,0.78,35,Medium,33,No,1,"['Academic Mentor Follow-up', 'Sleep Hygiene Awareness Program']"
S0828,3,0.36,45.85,-12.77,7.47,0.28,0.51,65.13,I feel overwhelmed.,-0.71,62,Medium,73,Yes,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0829,3,0.26,57.56,-3.03,2.23,0.4,0.53,37.06,Hard to keep up with deadlines.,-0.86,45,Medium,47,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0830,6,0.81,100.0,-37.37,4.24,0.0,0.2,40.76,Too much academic pressure.,-0.45,56,Medium,57,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0831,5,0.0,77.59,-5.9,2.16,0.0,0.43,108.58,Hard to keep up with deadlines.,-0.45,22,Low,23,No,0,['Mental Wellness Counseling Recommended']
S0832,8,0.0,87.51,-20.78,7.16,0.51,0.41,8.64,Routine semester.,-0.17,41,Medium,0,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0833,6,0.0,61.84,-32.83,0.73,0.33,0.35,50.79,Routine semester.,0.19,25,Low,31,No,0,['Early Academic Warning Notification']
S0834,6,0.18,80.72,0.87,0.17,0.34,0.08,19.0,Course workload is balanced.,0.75,1,Low,22,No,0,['Regular Monitoring — No Immediate Intervention']
S0835,4,0.5,100.0,-38.14,4.75,0.39,0.2,61.51,Assignments are manageable.,0.06,30,Low,19,No,0,['Early Academic Warning Notification']
S0836,6,0.0,71.24,-24.4,3.24,0.15,0.04,49.72,Course workload is balanced.,0.53,21,Low,33,No,0,['Early Academic Warning Notification']
S0837,3,0.5,64.68,-18.37,2.68,0.08,0.12,55.2,Faculty support is helpful.,0.72,15,Low,19,No,0,['Regular Monitoring — No Immediate Intervention']
S0838,5,0.18,90.59,-6.91,4.57,0.24,0.21,54.25,I enjoy learning new topics.,0.67,7,Low,20,No,0,['Regular Monitoring — No Immediate Intervention']
S0839,4,0.0,82.64,7.08,3.09,0.0,0.24,49.32,Assignments are manageable.,0.09,8,Low,15,No,0,['Regular Monitoring — No Immediate Intervention']
S0840,2,0.17,90.2,-24.25,5.71,0.25,0.08,32.72,Feeling stressed and tired.,-0.56,57,Medium,55,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0841,5,0.11,87.17,-35.84,1.65,0.37,0.42,37.88,Routine semester.,0.16,26,Low,28,No,0,['Early Academic Warning Notification']
S0842,9,0.39,92.49,6.87,4.88,0.44,0.08,52.17,I enjoy learning new topics.,0.97,3,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0843,1,0.4,91.67,8.36,1.02,0.28,0.17,24.57,I feel overwhelmed.,-0.68,24,Low,36,Yes,0,"['Mental Wellness Counseling Recommended', 'Learning Engagement Monitoring']"
S0844,8,0.45,83.28,6.41,2.99,0.44,0.53,34.46,Course workload is balanced.,0.84,6,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0845,3,0.0,86.95,-6.93,3.22,0.36,0.02,31.35,I am managing studies well.,0.9,1,Low,1,No,0,['Regular Monitoring — No Immediate Intervention']
S0846,4,0.28,100.0,5.71,7.44,0.0,0.27,29.9,I enjoy learning new topics.,0.68,22,Low,23,No,0,['Provide Assignment Deadline Extension Support']
S0847,4,0.28,85.21,-12.7,5.95,0.18,0.61,60.1,I enjoy learning new topics.,0.54,26,Low,22,No,0,"['Provide Assignment Deadline Extension Support', 'Sleep Hygiene Awareness Program']"
S0848,8,0.0,84.02,8.02,3.03,0.38,0.13,31.54,Course workload is balanced.,0.85,6,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0849,4,0.0,82.42,-3.67,1.39,0.37,0.26,67.02,Routine semester.,0.16,8,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0850,3,0.62,82.98,-31.51,2.55,0.28,0.53,22.5,Everything is okay.,0.12,31,Low,23,No,0,['Early Academic Warning Notification']
S0851,13,0.38,62.28,-21.44,4.33,0.31,0.14,62.22,I am managing studies well.,0.77,29,Low,18,No,0,['Early Academic Warning Notification']
S0852,11,0.46,44.58,-1.91,0.11,0.13,0.65,26.82,Assignments are manageable.,0.2,41,Medium,46,Yes,1,"['Schedule Faculty Counseling Session', 'Sleep Hygiene Awareness Program']"
S0853,4,0.0,61.53,-0.47,2.23,0.8,0.43,35.24,Faculty support is helpful.,0.71,21,Low,37,No,0,['Academic Mentor Follow-up']
S0854,4,0.14,61.59,-33.38,6.55,0.39,0.41,30.21,Too much academic pressure.,-0.64,64,Medium,77,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0855,7,0.28,70.87,-1.19,2.07,0.0,0.15,42.72,Routine semester.,0.11,6,Low,9,No,0,['Regular Monitoring — No Immediate Intervention']
S0856,4,0.0,96.38,-20.55,4.37,0.11,0.54,22.7,I enjoy learning new topics.,0.59,24,Low,21,No,0,['Early Academic Warning Notification']
S0857,6,0.0,74.13,-21.02,0.8,0.0,0.07,5.0,Course workload is balanced.,0.54,21,Low,24,No,0,['Early Academic Warning Notification']
S0858,10,0.64,65.84,-35.51,2.23,0.44,0.15,7.42,I enjoy learning new topics.,0.87,36,Medium,69,No,1,['Early Academic Warning Notification']
S0859,6,0.72,72.92,-14.79,2.26,0.37,0.56,57.31,I am managing studies well.,0.77,15,Low,24,No,0,['Regular Monitoring — No Immediate Intervention']
S0860,7,0.47,94.32,-7.21,4.74,0.16,0.24,24.98,Course workload is balanced.,0.78,10,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0861,8,0.29,57.09,0.76,4.7,0.21,0.5,5.0,Routine semester.,0.11,28,Low,28,No,0,['Schedule Faculty Counseling Session']
S0862,10,0.0,88.45,9.02,5.06,0.55,0.27,38.55,Everything is okay.,-0.1,19,Low,9,No,0,['Provide Assignment Deadline Extension Support']
S0863,3,0.21,96.54,-20.16,8.66,0.48,0.24,31.58,Faculty support is helpful.,0.45,40,Medium,40,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0864,8,0.11,75.05,-33.02,4.06,0.34,0.31,34.12,Feeling stressed and tired.,-0.68,45,Medium,38,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0865,4,0.35,53.35,-36.63,8.92,0.08,0.22,26.25,Assignments are manageable.,-0.01,70,High,80,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0866,2,0.4,74.12,-5.48,2.83,0.0,0.26,31.45,Too much academic pressure.,-0.68,24,Low,5,No,0,['Mental Wellness Counseling Recommended']
S0867,3,0.23,45.29,-16.0,0.56,1.0,0.34,41.23,Course workload is balanced.,0.82,47,Medium,67,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up']"
S0868,4,0.69,90.53,7.06,2.86,0.8,0.2,63.06,Faculty support is helpful.,0.51,30,Low,26,No,0,['Academic Mentor Follow-up']
S0869,11,0.28,35.27,-1.05,2.43,0.31,0.57,42.94,Faculty support is helpful.,0.65,34,Low,45,Yes,0,['Schedule Faculty Counseling Session']
S0870,5,0.32,63.0,8.01,5.84,0.76,0.14,54.37,Hard to keep up with deadlines.,-0.53,56,Medium,58,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0871,7,0.2,100.0,-21.56,2.91,0.15,0.16,67.65,Faculty support is helpful.,0.56,25,Low,11,No,0,['Early Academic Warning Notification']
S0872,5,0.03,100.0,-7.09,2.06,0.0,0.28,10.25,Course workload is balanced.,0.43,9,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0873,6,0.22,72.01,7.45,1.97,0.39,0.63,47.3,Too much academic pressure.,-0.7,40,Medium,45,No,1,"['Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0874,4,0.19,53.87,1.13,2.55,0.0,0.18,44.16,I feel overwhelmed.,-0.79,52,Medium,48,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0875,5,0.12,82.9,5.95,6.86,0.14,0.12,94.72,Too much academic pressure.,-0.99,42,Medium,47,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0876,6,0.0,96.49,-14.65,4.22,0.6,0.41,49.04,I feel overwhelmed.,-0.54,26,Low,33,No,0,['Mental Wellness Counseling Recommended']
S0877,4,0.0,85.21,-0.17,4.64,0.4,0.2,48.05,Everything is okay.,0.09,10,Low,9,No,0,['Regular Monitoring — No Immediate Intervention']
S0878,2,0.31,66.91,3.25,3.45,0.39,0.16,56.67,I enjoy learning new topics.,0.58,10,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0879,5,0.76,96.19,-15.99,1.63,0.41,0.6,5.0,Faculty support is helpful.,0.58,26,Low,20,No,0,['Regular Monitoring — No Immediate Intervention']
S0880,2,0.1,99.82,-37.7,1.04,0.03,0.1,33.14,Faculty support is helpful.,0.83,29,Low,21,No,0,['Early Academic Warning Notification']
S0881,4,0.47,45.67,-31.47,0.45,0.72,0.27,55.97,Routine semester.,-0.19,66,Medium,71,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0882,4,0.05,73.3,-8.42,0.43,0.02,0.18,83.01,Assignments are manageable.,-0.07,8,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0883,7,0.0,99.87,-26.64,1.67,0.24,0.12,31.33,Everything is okay.,0.13,21,Low,26,No,0,['Early Academic Warning Notification']
S0884,4,0.05,69.72,-22.08,1.63,0.51,0.02,68.06,Hard to keep up with deadlines.,-0.57,42,Medium,38,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0885,3,0.0,71.58,-22.21,3.45,0.5,0.33,72.76,Everything is okay.,0.18,29,Low,23,No,0,['Early Academic Warning Notification']
S0886,3,0.0,82.67,-19.69,3.7,0.46,0.51,5.56,Feeling stressed and tired.,-0.83,25,Low,24,No,0,['Mental Wellness Counseling Recommended']
S0887,6,0.55,100.0,7.06,1.06,0.0,0.65,46.94,Feeling stressed and tired.,-0.77,41,Medium,48,No,1,"['Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0888,5,0.19,94.46,-34.68,2.57,0.13,0.08,33.03,I enjoy learning new topics.,0.96,23,Low,42,No,0,['Early Academic Warning Notification']
S0889,3,0.39,100.0,-2.25,1.06,1.0,0.32,50.4,Routine semester.,-0.01,23,Low,10,No,0,['Academic Mentor Follow-up']
S0890,6,0.56,97.55,-13.43,0.39,0.24,0.24,62.7,Routine semester.,-0.17,13,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0891,6,0.15,82.76,-36.78,0.68,0.39,0.68,43.31,Assignments are manageable.,0.12,37,Medium,25,No,1,"['Early Academic Warning Notification', 'Sleep Hygiene Awareness Program']"
S0892,7,0.17,94.31,-39.08,0.82,0.82,0.25,58.44,Too much academic pressure.,-0.51,60,Medium,48,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0893,7,0.63,91.03,-29.6,4.18,0.32,0.48,36.39,Feeling stressed and tired.,-0.84,51,Medium,57,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0894,10,0.28,100.0,-6.89,4.68,0.61,0.21,48.88,I am managing studies well.,0.42,16,Low,20,No,0,['Academic Mentor Follow-up']
S0895,6,0.32,100.0,-29.87,3.53,0.66,0.67,68.49,Too much academic pressure.,-0.59,70,High,66,No,2,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0896,7,0.0,81.35,-33.61,3.29,0.5,0.03,24.86,Faculty support is helpful.,0.43,23,Low,37,No,0,['Early Academic Warning Notification']
S0897,3,0.0,62.72,-37.67,2.04,0.0,0.22,37.03,Assignments are manageable.,0.13,27,Low,32,No,0,['Early Academic Warning Notification']
S0898,7,0.55,82.7,-21.66,5.85,0.46,0.29,35.48,Faculty support is helpful.,0.59,50,Medium,40,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0899,3,0.47,100.0,-3.31,5.55,0.25,0.49,5.0,I am managing studies well.,0.41,16,Low,26,No,0,['Provide Assignment Deadline Extension Support']
S0900,9,0.03,89.55,-31.06,2.65,0.23,0.48,63.92,I enjoy learning new topics.,0.46,30,Low,23,No,0,['Early Academic Warning Notification']
S0901,4,0.12,57.56,-27.98,4.09,0.79,0.47,63.12,Course workload is balanced.,0.93,63,Medium,70,No,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0902,5,0.0,100.0,-23.69,4.07,0.14,0.39,68.59,Routine semester.,0.13,22,Low,19,No,0,['Early Academic Warning Notification']
S0903,6,0.27,62.92,-34.76,5.41,0.0,0.48,23.08,Faculty support is helpful.,0.62,42,Medium,51,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0904,2,0.0,68.94,-36.64,0.54,0.17,0.44,24.76,Faculty support is helpful.,0.65,30,Low,25,No,0,['Early Academic Warning Notification']
S0905,7,0.14,100.0,-0.89,1.59,0.64,0.49,37.58,Faculty support is helpful.,0.97,21,Low,17,No,0,['Academic Mentor Follow-up']
S0906,6,0.14,78.12,-21.41,4.41,0.67,0.21,27.2,Course workload is balanced.,0.51,42,Medium,43,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0907,6,0.17,77.97,-29.33,5.42,0.04,0.25,54.1,Assignments are manageable.,-0.1,35,Medium,43,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0908,4,0.0,60.52,-20.58,3.86,0.15,0.13,86.35,Too much academic pressure.,-0.54,44,Medium,55,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0909,8,0.2,60.06,-14.81,3.08,0.06,0.34,15.16,I feel overwhelmed.,-0.61,29,Low,38,No,0,['Mental Wellness Counseling Recommended']
S0910,7,0.55,34.86,-1.9,3.91,0.2,0.34,50.31,Course workload is balanced.,0.53,40,Medium,29,Yes,1,['Schedule Faculty Counseling Session']
S0911,4,0.17,86.53,9.3,6.08,0.12,0.19,9.11,Faculty support is helpful.,0.98,16,Low,21,No,0,['Provide Assignment Deadline Extension Support']
S0912,6,0.08,100.0,-21.29,2.89,0.01,0.16,57.17,Faculty support is helpful.,0.62,28,Low,18,No,0,['Early Academic Warning Notification']
S0913,6,0.75,67.04,-30.39,3.73,0.0,0.28,43.65,Hard to keep up with deadlines.,-0.89,59,Medium,65,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0914,5,0.0,100.0,-11.58,0.57,0.22,0.09,41.24,Faculty support is helpful.,0.66,9,Low,10,No,0,['Regular Monitoring — No Immediate Intervention']
S0915,9,0.42,68.49,-1.3,0.8,0.6,0.12,42.51,I enjoy learning new topics.,0.93,22,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0916,6,0.57,100.0,-16.9,4.77,0.17,0.61,29.14,Routine semester.,-0.17,24,Low,19,No,0,['Sleep Hygiene Awareness Program']
S0917,5,0.0,73.98,-28.95,2.34,0.0,0.3,40.82,I feel overwhelmed.,-0.82,50,Medium,58,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0918,8,0.38,20.0,-21.91,8.34,0.81,0.33,64.19,I am managing studies well.,0.62,78,High,86,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0919,4,0.4,64.91,-4.89,3.5,0.18,0.68,16.68,Course workload is balanced.,0.47,15,Low,20,No,0,['Sleep Hygiene Awareness Program']
S0920,5,0.36,66.85,-0.32,1.88,0.38,0.39,15.36,Routine semester.,-0.16,6,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0921,7,0.48,100.0,-9.7,0.54,0.56,0.22,13.34,Everything is okay.,-0.02,9,Low,14,No,0,['Regular Monitoring — No Immediate Intervention']
S0922,6,0.2,97.52,-25.27,4.97,0.93,0.35,47.36,Course workload is balanced.,0.88,42,Medium,18,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0923,5,0.14,55.66,7.83,0.5,0.51,0.32,52.64,Routine semester.,0.18,35,Medium,41,No,1,['Schedule Faculty Counseling Session']
S0924,8,0.0,72.02,-14.71,3.48,0.61,0.28,69.3,Too much academic pressure.,-0.93,43,Medium,46,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0925,5,0.06,21.39,-20.11,5.83,0.18,0.49,66.32,I enjoy learning new topics.,0.6,62,Medium,60,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0926,9,0.21,86.01,-39.18,7.42,0.37,0.25,36.32,Faculty support is helpful.,0.91,44,Medium,47,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0927,8,0.45,90.27,-37.47,0.02,0.0,0.42,53.67,I enjoy learning new topics.,0.57,20,Low,37,No,0,['Early Academic Warning Notification']
S0928,1,0.44,42.77,4.21,0.29,0.46,0.37,49.64,Everything is okay.,0.11,31,Low,35,Yes,0,"['Schedule Faculty Counseling Session', 'Learning Engagement Monitoring']"
S0929,7,0.59,85.31,4.31,0.69,0.02,0.33,44.49,Feeling stressed and tired.,-0.53,36,Medium,38,No,1,['Mental Wellness Counseling Recommended']
S0930,11,0.0,88.74,-27.39,2.34,0.3,0.19,32.55,Assignments are manageable.,-0.16,27,Low,36,No,0,['Early Academic Warning Notification']
S0931,12,0.17,91.35,-27.52,1.61,0.35,0.38,49.11,Everything is okay.,0.19,29,Low,7,No,0,['Early Academic Warning Notification']
S0932,5,0.0,67.01,-32.52,2.35,0.07,0.4,38.98,Course workload is balanced.,0.82,24,Low,41,No,0,['Early Academic Warning Notification']
S0933,6,0.0,72.83,-15.1,3.68,0.0,0.24,77.15,Course workload is balanced.,0.69,8,Low,6,No,0,['Regular Monitoring — No Immediate Intervention']
S0934,2,0.0,100.0,-1.0,1.27,0.0,0.18,60.31,Faculty support is helpful.,0.61,9,Low,8,No,0,['Regular Monitoring — No Immediate Intervention']
S0935,4,0.54,65.03,-3.03,1.83,0.15,0.2,36.83,Feeling stressed and tired.,-0.57,38,Medium,45,No,1,['Mental Wellness Counseling Recommended']
S0936,4,0.01,76.27,7.11,0.54,0.39,0.21,72.82,Routine semester.,0.19,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0937,7,0.42,72.69,-31.49,1.84,0.0,0.56,17.93,I enjoy learning new topics.,0.61,28,Low,31,No,0,['Early Academic Warning Notification']
S0938,2,0.41,84.25,-33.84,2.72,0.75,0.16,36.92,I feel overwhelmed.,-0.99,62,Medium,62,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0939,3,0.44,100.0,-20.67,0.61,0.33,0.17,62.95,Assignments are manageable.,-0.14,21,Low,29,No,0,['Early Academic Warning Notification']
S0940,2,0.44,71.34,-33.93,2.36,0.51,0.4,52.57,Too much academic pressure.,-0.92,44,Medium,51,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0941,6,0.22,60.08,-30.99,5.67,0.81,0.75,13.74,I feel overwhelmed.,-0.81,87,High,88,No,2,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0942,2,0.2,84.42,2.16,4.12,0.26,0.45,14.67,I am managing studies well.,0.5,7,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0943,5,0.03,80.43,-1.68,5.54,0.47,0.26,45.55,I feel overwhelmed.,-0.52,38,Medium,34,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0944,5,0.28,91.96,-31.94,2.66,0.0,0.54,13.17,I enjoy learning new topics.,0.99,29,Low,29,No,0,['Early Academic Warning Notification']
S0945,5,0.79,84.58,2.14,1.88,0.4,0.41,39.25,Everything is okay.,-0.1,19,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
S0946,4,0.57,92.02,-33.7,7.59,0.12,0.07,43.84,Course workload is balanced.,0.56,48,Medium,38,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0947,4,0.04,84.56,-0.8,1.14,0.28,0.18,56.55,Hard to keep up with deadlines.,-0.86,28,Low,14,No,0,['Mental Wellness Counseling Recommended']
S0948,4,0.15,69.25,5.17,4.32,0.49,0.29,19.83,Course workload is balanced.,0.99,5,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0949,5,0.28,100.0,7.66,0.77,0.29,0.46,54.7,Hard to keep up with deadlines.,-0.92,24,Low,20,No,0,['Mental Wellness Counseling Recommended']
S0950,6,0.42,80.23,-15.27,1.79,0.47,0.19,19.43,Routine semester.,0.09,10,Low,37,No,0,['Regular Monitoring — No Immediate Intervention']
S0951,4,0.0,100.0,9.73,3.9,0.67,0.38,5.0,Too much academic pressure.,-0.79,41,Medium,38,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0952,6,0.14,69.12,-17.51,2.19,0.33,0.59,5.04,Hard to keep up with deadlines.,-0.64,30,Low,43,No,0,['Mental Wellness Counseling Recommended']
S0953,10,0.42,100.0,-23.54,1.77,0.44,0.32,73.38,Course workload is balanced.,0.5,23,Low,25,No,0,['Early Academic Warning Notification']
S0954,6,0.42,79.85,8.19,2.49,0.2,0.33,41.71,I enjoy learning new topics.,0.45,3,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
